NAME                                                                         VERSION                                   TYPE      
go.opentelemetry.io/otel/trace                                               v1.10.0                                   go-module  
go.opentelemetry.io/proto/otlp                                               v0.19.0                                   go-module  
go.uber.org/atomic                                                           v1.10.0                                   go-module  
go.uber.org/multierr                                                         v1.8.0                                    go-module  
go.uber.org/zap                                                              v1.24.0                                   go-module  
golang.org/x/crypto                                                          v0.7.0                                    go-module  
golang.org/x/exp                                                             v0.0.0-20230321023759-10a507213a29        go-module  
golang.org/x/net                                                             v0.9.0                                    go-module  
golang.org/x/oauth2                                                          v0.7.0                                    go-module  
golang.org/x/sync                                                            v0.1.0                                    go-module  
golang.org/x/sys                                                             v0.7.0                                    go-module  
golang.org/x/term                                                            v0.7.0                                    go-module  
golang.org/x/text                                                            v0.9.0                                    go-module  
golang.org/x/time                                                            v0.3.0                                    go-module  
google.golang.org/genproto                                                   v0.0.0-20230410155749-daa745c078e1        go-module  
google.golang.org/grpc                                                       v1.54.0                                   go-module  
google.golang.org/protobuf                                                   v1.30.0                                   go-module  
gopkg.in/inf.v0                                                              v0.9.1                                    go-module  
gopkg.in/natefinch/lumberjack.v2                                             v2.2.1                                    go-module  
gopkg.in/yaml.v2                                                             v2.4.0                                    go-module  
gopkg.in/yaml.v3                                                             v3.0.1                                    go-module  
gpg                                                                          1.15.1                                    python     
idna                                                                         2.10                                      python     
iniparse                                                                     0.4                                       python     
k8s.io/api                                                                   v0.27.0                                   go-module  
k8s.io/apimachinery                                                          v0.27.0                                   go-module  
k8s.io/apiserver                                                             v0.27.0                                   go-module  
k8s.io/client-go                                                             v0.27.0                                   go-module  
k8s.io/cloud-provider                                                        v0.27.0                                   go-module  
k8s.io/component-base                                                        v0.27.0                                   go-module  
k8s.io/component-helpers                                                     v0.27.0                                   go-module  
k8s.io/controller-manager                                                    v0.27.0                                   go-module  
k8s.io/klog/v2                                                               v2.90.1                                   go-module  
k8s.io/kms                                                                   v0.27.0                                   go-module  
k8s.io/kube-openapi                                                          v0.0.0-20230327201221-f5883ff37f0c        go-module  
k8s.io/kubelet                                                               v0.27.0                                   go-module  
k8s.io/kubernetes                                                            v1.27.0                                   go-module  
k8s.io/utils                                                                 v0.0.0-20230711102312-30195339c3c7        go-module  
libcomps                                                                     0.1.18                                    python     
pyinotify                                                                    0.9.6                                     python     
python-dateutil                                                              2.8.1                                     python     
requests                                                                     2.25.1                                    python     
rpm                                                                          4.16.1.3                                  python     
setuptools                                                                   53.0.0                                    python     
sigs.k8s.io/apiserver-network-proxy/konnectivity-client                      v0.1.1                                    go-module  
sigs.k8s.io/controller-runtime                                               v0.13.1-0.20230315234915-a26de2d610c3     go-module  
sigs.k8s.io/json                                                             v0.0.0-20221116044647-bc3834ca7abd        go-module  
sigs.k8s.io/structured-merge-diff/v4                                         v4.2.3                                    go-module  
sigs.k8s.io/yaml                                                             v1.1.0                                    go-module  
six                                                                          1.15.0                                    python     
subscription-manager                                                         1.29.37                                   python     
systemd-python                                                               234                                       python     
urllib3                                                                      1.26.5                                    python     
